sample_id,track_id,first_frame,last_frame,observation_count,contact_sheet,class_label,fine_label,ignore,review_status,annotator,notes
multidomain_medical_cells_31s,15,3,89,87,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000015.jpg,,,false,draft,,
multidomain_medical_cells_31s,1,3,88,86,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000001.jpg,,,false,draft,,
multidomain_medical_cells_31s,4,3,84,82,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000004.jpg,,,false,draft,,
multidomain_medical_cells_31s,8,3,83,81,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000008.jpg,,,false,draft,,
multidomain_medical_cells_31s,21,5,92,74,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000021.jpg,,,false,draft,,
multidomain_medical_cells_31s,22,25,92,68,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000022.jpg,,,false,draft,,
multidomain_medical_cells_31s,24,26,92,67,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000024.jpg,,,false,draft,,
multidomain_medical_cells_31s,11,3,61,59,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000011.jpg,,,false,draft,,
multidomain_medical_cells_31s,23,25,92,57,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000023.jpg,,,false,draft,,
multidomain_medical_cells_31s,25,39,92,54,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000025.jpg,,,false,draft,,
multidomain_medical_cells_31s,26,43,92,50,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000026.jpg,,,false,draft,,
multidomain_medical_cells_31s,27,44,92,49,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000027.jpg,,,false,draft,,
multidomain_medical_cells_31s,28,51,92,42,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000028.jpg,,,false,draft,,
multidomain_medical_cells_31s,29,55,92,38,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000029.jpg,,,false,draft,,
multidomain_medical_cells_31s,9,3,35,33,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000009.jpg,,,false,draft,,
multidomain_medical_cells_31s,19,3,30,28,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000019.jpg,,,false,draft,,
multidomain_medical_cells_31s,10,3,17,15,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000010.jpg,,,false,draft,,
multidomain_medical_cells_31s,30,89,92,4,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000030.jpg,,,false,draft,,
multidomain_medical_cells_31s,31,91,92,2,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_medical_cells_31s\contact_sheets\track_000031.jpg,,,false,draft,,
