sample_id,track_id,first_frame,last_frame,observation_count,contact_sheet,class_label,fine_label,ignore,review_status,annotator,notes
multidomain_education_classroom_60s,75,636,732,93,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000075.jpg,,,false,draft,,
multidomain_education_classroom_60s,8,25,121,92,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000008.jpg,,,false,draft,,
multidomain_education_classroom_60s,86,923,1020,91,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000086.jpg,,,false,draft,,
multidomain_education_classroom_60s,13,131,211,81,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000013.jpg,,,false,draft,,
multidomain_education_classroom_60s,22,233,314,80,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000022.jpg,,,false,draft,,
multidomain_education_classroom_60s,88,1023,1110,80,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000088.jpg,,,false,draft,,
multidomain_education_classroom_60s,87,1023,1100,78,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000087.jpg,,,false,draft,,
multidomain_education_classroom_60s,30,302,435,77,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000030.jpg,,,false,draft,,
multidomain_education_classroom_60s,129,1600,1679,77,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000129.jpg,,,false,draft,,
multidomain_education_classroom_60s,98,1165,1288,76,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000098.jpg,,,false,draft,,
multidomain_education_classroom_60s,74,635,749,75,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000074.jpg,,,false,draft,,
multidomain_education_classroom_60s,14,135,210,74,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000014.jpg,,,false,draft,,
multidomain_education_classroom_60s,28,277,349,71,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000028.jpg,,,false,draft,,
multidomain_education_classroom_60s,126,1536,1665,70,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000126.jpg,,,false,draft,,
multidomain_education_classroom_60s,64,499,580,69,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000064.jpg,,,false,draft,,
multidomain_education_classroom_60s,80,731,793,63,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000080.jpg,,,false,draft,,
multidomain_education_classroom_60s,65,512,588,62,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000065.jpg,,,false,draft,,
multidomain_education_classroom_60s,89,1035,1101,62,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000089.jpg,,,false,draft,,
multidomain_education_classroom_60s,21,223,297,60,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000021.jpg,,,false,draft,,
multidomain_education_classroom_60s,23,244,322,59,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000023.jpg,,,false,draft,,
multidomain_education_classroom_60s,85,864,974,57,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000085.jpg,,,false,draft,,
multidomain_education_classroom_60s,122,1463,1524,56,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000122.jpg,,,false,draft,,
multidomain_education_classroom_60s,34,331,404,54,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000034.jpg,,,false,draft,,
multidomain_education_classroom_60s,11,125,210,51,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000011.jpg,,,false,draft,,
multidomain_education_classroom_60s,5,3,79,46,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000005.jpg,,,false,draft,,
multidomain_education_classroom_60s,36,365,407,43,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000036.jpg,,,false,draft,,
multidomain_education_classroom_60s,46,438,480,43,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000046.jpg,,,false,draft,,
multidomain_education_classroom_60s,128,1569,1655,43,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000128.jpg,,,false,draft,,
multidomain_education_classroom_60s,116,1394,1435,42,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000116.jpg,,,false,draft,,
multidomain_education_classroom_60s,78,668,736,40,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000078.jpg,,,false,draft,,
multidomain_education_classroom_60s,10,81,131,39,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000010.jpg,,,false,draft,,
multidomain_education_classroom_60s,107,1293,1333,39,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000107.jpg,,,false,draft,,
multidomain_education_classroom_60s,20,212,254,37,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000020.jpg,,,false,draft,,
multidomain_education_classroom_60s,83,821,855,35,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000083.jpg,,,false,draft,,
multidomain_education_classroom_60s,100,1181,1290,34,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000100.jpg,,,false,draft,,
multidomain_education_classroom_60s,112,1352,1385,34,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000112.jpg,,,false,draft,,
multidomain_education_classroom_60s,70,589,623,32,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000070.jpg,,,false,draft,,
multidomain_education_classroom_60s,97,1144,1177,32,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000097.jpg,,,false,draft,,
multidomain_education_classroom_60s,48,438,468,31,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000048.jpg,,,false,draft,,
multidomain_education_classroom_60s,124,1512,1546,31,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000124.jpg,,,false,draft,,
multidomain_education_classroom_60s,16,160,189,30,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000016.jpg,,,false,draft,,
multidomain_education_classroom_60s,19,194,230,30,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000019.jpg,,,false,draft,,
multidomain_education_classroom_60s,29,283,323,30,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000029.jpg,,,false,draft,,
multidomain_education_classroom_60s,125,1536,1568,28,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000125.jpg,,,false,draft,,
multidomain_education_classroom_60s,38,395,421,27,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000038.jpg,,,false,draft,,
multidomain_education_classroom_60s,25,251,299,26,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000025.jpg,,,false,draft,,
multidomain_education_classroom_60s,49,438,463,26,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000049.jpg,,,false,draft,,
multidomain_education_classroom_60s,62,489,513,25,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000062.jpg,,,false,draft,,
multidomain_education_classroom_60s,67,546,582,25,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000067.jpg,,,false,draft,,
multidomain_education_classroom_60s,133,1735,1759,25,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000133.jpg,,,false,draft,,
multidomain_education_classroom_60s,47,438,461,24,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000047.jpg,,,false,draft,,
multidomain_education_classroom_60s,37,394,431,23,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000037.jpg,,,false,draft,,
multidomain_education_classroom_60s,51,445,467,23,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000051.jpg,,,false,draft,,
multidomain_education_classroom_60s,79,714,740,23,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000079.jpg,,,false,draft,,
multidomain_education_classroom_60s,50,442,463,22,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000050.jpg,,,false,draft,,
multidomain_education_classroom_60s,113,1357,1388,22,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000113.jpg,,,false,draft,,
multidomain_education_classroom_60s,32,307,336,21,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000032.jpg,,,false,draft,,
multidomain_education_classroom_60s,93,1113,1136,21,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000093.jpg,,,false,draft,,
multidomain_education_classroom_60s,39,399,418,20,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000039.jpg,,,false,draft,,
multidomain_education_classroom_60s,121,1461,1506,20,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000121.jpg,,,false,draft,,
multidomain_education_classroom_60s,24,249,276,19,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000024.jpg,,,false,draft,,
multidomain_education_classroom_60s,35,349,391,19,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000035.jpg,,,false,draft,,
multidomain_education_classroom_60s,53,448,466,19,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000053.jpg,,,false,draft,,
multidomain_education_classroom_60s,12,127,144,18,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000012.jpg,,,false,draft,,
multidomain_education_classroom_60s,41,410,427,18,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000041.jpg,,,false,draft,,
multidomain_education_classroom_60s,102,1262,1279,18,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000102.jpg,,,false,draft,,
multidomain_education_classroom_60s,73,626,699,17,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000073.jpg,,,false,draft,,
multidomain_education_classroom_60s,84,834,854,17,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000084.jpg,,,false,draft,,
multidomain_education_classroom_60s,101,1260,1287,17,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000101.jpg,,,false,draft,,
multidomain_education_classroom_60s,108,1293,1309,17,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000108.jpg,,,false,draft,,
multidomain_education_classroom_60s,9,36,64,16,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000009.jpg,,,false,draft,,
multidomain_education_classroom_60s,104,1275,1290,16,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000104.jpg,,,false,draft,,
multidomain_education_classroom_60s,54,452,472,15,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000054.jpg,,,false,draft,,
multidomain_education_classroom_60s,134,1737,1751,15,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000134.jpg,,,false,draft,,
multidomain_education_classroom_60s,42,414,431,14,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000042.jpg,,,false,draft,,
multidomain_education_classroom_60s,68,561,573,13,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000068.jpg,,,false,draft,,
multidomain_education_classroom_60s,131,1682,1694,13,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000131.jpg,,,false,draft,,
multidomain_education_classroom_60s,6,4,17,12,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000006.jpg,,,false,draft,,
multidomain_education_classroom_60s,59,485,496,12,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000059.jpg,,,false,draft,,
multidomain_education_classroom_60s,43,415,425,11,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000043.jpg,,,false,draft,,
multidomain_education_classroom_60s,77,664,732,11,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000077.jpg,,,false,draft,,
multidomain_education_classroom_60s,123,1475,1485,11,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000123.jpg,,,false,draft,,
multidomain_education_classroom_60s,110,1327,1335,9,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000110.jpg,,,false,draft,,
multidomain_education_classroom_60s,72,593,623,8,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000072.jpg,,,false,draft,,
multidomain_education_classroom_60s,117,1402,1432,8,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000117.jpg,,,false,draft,,
multidomain_education_classroom_60s,91,1098,1108,7,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000091.jpg,,,false,draft,,
multidomain_education_classroom_60s,99,1172,1178,7,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000099.jpg,,,false,draft,,
multidomain_education_classroom_60s,103,1263,1276,7,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000103.jpg,,,false,draft,,
multidomain_education_classroom_60s,17,168,173,6,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000017.jpg,,,false,draft,,
multidomain_education_classroom_60s,18,169,176,6,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000018.jpg,,,false,draft,,
multidomain_education_classroom_60s,90,1037,1042,6,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000090.jpg,,,false,draft,,
multidomain_education_classroom_60s,136,1795,1800,6,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000136.jpg,,,false,draft,,
multidomain_education_classroom_60s,26,269,277,5,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000026.jpg,,,false,draft,,
multidomain_education_classroom_60s,55,458,462,5,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000055.jpg,,,false,draft,,
multidomain_education_classroom_60s,92,1105,1109,5,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000092.jpg,,,false,draft,,
multidomain_education_classroom_60s,127,1556,1562,5,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000127.jpg,,,false,draft,,
multidomain_education_classroom_60s,15,156,191,4,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000015.jpg,,,false,draft,,
multidomain_education_classroom_60s,40,402,405,4,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000040.jpg,,,false,draft,,
multidomain_education_classroom_60s,44,427,430,4,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000044.jpg,,,false,draft,,
multidomain_education_classroom_60s,71,591,594,4,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000071.jpg,,,false,draft,,
multidomain_education_classroom_60s,45,433,435,3,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000045.jpg,,,false,draft,,
multidomain_education_classroom_60s,105,1281,1283,3,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000105.jpg,,,false,draft,,
multidomain_education_classroom_60s,52,447,463,2,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000052.jpg,,,false,draft,,
multidomain_education_classroom_60s,109,1322,1323,2,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000109.jpg,,,false,draft,,
multidomain_education_classroom_60s,119,1435,1436,2,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000119.jpg,,,false,draft,,
multidomain_education_classroom_60s,56,480,480,1,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000056.jpg,,,false,draft,,
multidomain_education_classroom_60s,106,1290,1290,1,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000106.jpg,,,false,draft,,
multidomain_education_classroom_60s,135,1762,1762,1,F:\Tracking\data\semantic_gt\multidomain_suite_8bit\multidomain_education_classroom_60s\contact_sheets\track_000135.jpg,,,false,draft,,
